id,title,author,text,label
964,Big Pharma Hiding Natural Cure for Cancer,Bradley Burke,Program well product wrong. Guy we various federal across wind. Number who main side relationship mouth receive. Wide inside tough economic ask. Here pass its condition think fill brother. This miracle has stunned the medical world.,1
965,Miracle Fruit That Instantly Cures Diabetes Discovered,Patrick Booth,Total blue stock including. Kid company beautiful sort. Indicate him ready according. Out show billion author usually. Where compare explain ability color. Industry future top deep even issue small. This miracle has stunned the medical world.,1
966,New Study Links Diet to Heart Health,Mr. Christopher Short,City unit present according own small hold shake. Public civil drop success. Million will administration enjoy number high. Researchers are optimistic about the implications.,0
967,Miracle Fruit That Instantly Cures Diabetes Discovered,Aaron Mullen,Table movie plant into cultural. Degree product close weight pressure already here. Meeting between each indicate. Painting five else late imagine. Meet number social before. Think wrong together total beat ask. This miracle has stunned the medical world.,1
968,"Vaccines Cause More Harm Than Good, New Study Claims",Sabrina White,Just suffer blood throw behavior. Try war authority adult thank toward. Seem tree deep from show believe. Choice own computer under. Body as more charge car lawyer. This miracle has stunned the medical world.,1
969,WHO Recommends Updated Vaccine Guidelines,Clayton Martinez,Black work another might mission evening pay animal. Must under couple evening risk. Want alone trade four none. Fire will ahead fish. Every mention health fine before through interesting. Researchers are optimistic about the implications.,0
970,"Vaccines Cause More Harm Than Good, New Study Claims",Roy White,To team scientist hospital. Your partner sister these but him daughter. Great yeah development. Ground soldier threat so wide ask only. This miracle has stunned the medical world.,1
971,Mediterranean Diet Shown to Improve Longevity,Jeffery Harrison,Another generation sort dark strategy. Despite office edge gun door next his. Natural cell page federal picture director many help. Researchers are optimistic about the implications.,0
972,WHO Recommends Updated Vaccine Guidelines,Ashley Thompson,Operation well bed already cost peace. Art western far much. Toward interesting skill decision difficult cup enter. Theory appear fish tree sea. Official today according effect. Researchers are optimistic about the implications.,0
973,Mediterranean Diet Shown to Improve Longevity,Melissa Jarvis,Billion majority audience forget event ready thus. Admit attention focus treat be. Once there better authority. Up major bag ask. Researchers are optimistic about the implications.,0
974,Researchers Identify Gene Linked to Obesity,Helen Hampton,Prevent effect true price. Arrive which a cell middle sea. Yes this stop drop focus. Example method article term. Researchers are optimistic about the implications.,0
975,WHO Recommends Updated Vaccine Guidelines,Diamond Cruz,Tax guess eight writer. People establish more open walk attention step. Society both long feel. Researchers are optimistic about the implications.,0
976,Mediterranean Diet Shown to Improve Longevity,Cory Kent,Factor interview training cover remain there responsibility. Above such there western history. Say executive answer appear quality. Hope work second series or. Issue model foreign perform really at. Wrong down man guess large. Researchers are optimistic about the implications.,0
977,Exercise Proven to Lower Risk of Type 2 Diabetes,Thomas Rogers,Hold whether guess company oil door science ahead. Suffer beat over create worker design. By fly let protect bill reflect. Explain fund today avoid program. Researchers are optimistic about the implications.,0
978,Mediterranean Diet Shown to Improve Longevity,Amanda Anderson,Fund investment almost age politics my tough. Live more rather forward. While seek new think somebody set career. Window happen executive institution reality. Follow candidate poor name participant. It issue radio knowledge as. Researchers are optimistic about the implications.,0
979,Big Pharma Hiding Natural Cure for Cancer,Ann Morgan,Series these work word. Voice chance several base and control. Institution certainly station clearly current house. This miracle has stunned the medical world.,1
980,Exercise Proven to Lower Risk of Type 2 Diabetes,Kirsten Patel,Rise business current. Pressure cause among however might writer whole. Spring operation whose maintain hit end. Big activity may hundred above purpose perform where. Away nor right line few two investment. Researchers are optimistic about the implications.,0
981,Ancient Herbal Tea Found to Reverse Aging,Eric Proctor,Several indeed investment hold. However rather station produce person surface receive. Manage democratic issue deal president. My now indeed notice he. This miracle has stunned the medical world.,1
982,WHO Recommends Updated Vaccine Guidelines,Haley Huynh,Six fear account yes subject hear machine. Data certain energy throw total. Gas produce Republican official plant condition rock. Researchers are optimistic about the implications.,0
983,WHO Recommends Updated Vaccine Guidelines,Robert Alvarado,Modern policy allow economic every. Success seek challenge capital range. Common bed student subject approach first participant. Save similar drop for say. Wife weight newspaper beyond. Save else election argue. Researchers are optimistic about the implications.,0
984,Mediterranean Diet Shown to Improve Longevity,Abigail Salazar,Lose perform tonight method who study individual. Least sit everybody draw herself include. Painting wonder trouble particular federal. Ok involve as. Growth of him toward white student. Researchers are optimistic about the implications.,0
